,epoch,loss,iou
0,0,0.1502247623478373,0.6944285965288711
1,1,-0.166542529621545,0.8509400032769705
2,2,-0.2636822578953762,0.8575469461539039
3,3,-0.3462372246910544,0.8629860090439972
4,4,-0.43321191855505403,0.8703921799728649
5,5,-0.5332663608532325,0.8789673409959559
6,6,-0.6478539366348117,0.8875552053492923
7,7,-0.7670077611418331,0.89738451505549
8,8,-0.8801053668938431,0.9035180976353864
9,9,-0.995851127540364,0.9116020460438194
