,epoch,loss,iou
0,0,0.3887052933375041,0.819470672706453
1,1,0.28113248126179563,0.9581021127172692
2,2,0.2583868047770332,0.9583259137776085
3,3,0.24053511578662723,0.9562331815063329
4,4,0.22492370856743232,0.9546256297935812
5,5,0.2154165824838713,0.954814932984156
6,6,0.20177412968055874,0.9552377830149249
7,7,0.19225898472701802,0.9550623356228484
8,8,0.18332603865978764,0.9554975207443628
9,9,0.17545615224277272,0.9558090481382423
